X,Y,CLASS
19.33614258,4.693670177,sterile
19.17964524,2.855811759,sterile
10.7962646,20.16780148,sterile
27.55961221,25.9035131,sterile
12.41485026,19.49503439,sterile
14.31425748,17.58229437,sterile
9.314346355,21.38345072,sterile
21.34814672,6.790175422,sterile
5.769502341,4.577895007,sterile
15.53665685,14.07769474,sterile
5.467455934,24.23188405,sterile
9.079259564,27.52333849,sterile
18.40727917,4.362095702,sterile
10.81823559,19.83459331,sterile
28.36885048,17.85800049,sterile
26.60792896,18.8755646,sterile
25.03056735,8.58588509,sterile
24.06658817,29.18668504,sterile
5.089680296,1.031798848,sterile
4.648890181,4.646683219,sterile
9.63510358,24.68148681,sterile
9.071625585,0.641764,sterile
8.238338004,6.855035,sterile
2.708638937,8.436178258,sterile
11.11750093,11.63556939,sterile
22.53982478,6.614824492,sterile
29.4114647,19.43066691,sterile
28.03149472,6.796951646,sterile
21.50969938,1.543502882,sterile
3.864095437,26.60128048,sterile
25.00367617,17.15927329,sterile
19.56711004,4.661440935,sterile
5.95326252,11.80537951,sterile
5.476515437,0.254488662,sterile
19.58828139,1.009493954,sterile
18.4730948,20.93501801,sterile
4.10207775,14.66062876,sterile
11.74671611,10.06330465,sterile
16.25583913,12.74418253,sterile
24.50520606,16.18317072,sterile
26.38987355,12.61336573,sterile
27.82327046,4.004782874,sterile
5.716323119,0.720750124,sterile
19.25112829,26.65468305,sterile
20.54406044,21.86942011,sterile
27.81761011,7.212992362,sterile
26.31141184,22.80743314,sterile
15.94983986,8.925840512,sterile
21.3617059,23.76147286,sterile
5.662386033,25.29881772,sterile
21.10892843,6.279824919,sterile
16.97225423,18.21276144,sterile
7.399711611,23.72326714,sterile
1.39295971,27.61940355,sterile
14.15152717,4.519758371,sterile
1.385241151,28.0185684,sterile
26.2056742,29.29244093,sterile
10.66633522,22.58867821,sterile
27.41441513,14.69192302,sterile
2.073801218,8.693031434,sterile
14.41333905,6.590029188,sterile
29.10128877,19.48371393,sterile
22.88403423,9.125443271,sterile
25.08216779,6.334746592,sterile
17.28100761,21.28562828,sterile
9.803238949,12.1156747,sterile
10.77762694,9.504317581,sterile
12.91729532,16.14751978,sterile
27.88972415,16.53764399,sterile
7.350154978,10.94575003,sterile
14.83401201,26.57934184,sterile
21.09865987,27.7908763,sterile
22.81305321,22.30543447,sterile
1.403364914,18.06337295,sterile
11.0433332,3.673569295,sterile
9.914143088,13.98938927,sterile
18.54880064,13.00360588,sterile
3.486925091,20.56776944,sterile
3.846865345,8.219072549,sterile
0.440768637,28.59901203,sterile
25.39083679,6.252135749,sterile
0.398860329,15.67555628,sterile
4.351627361,14.55065693,sterile
29.66432981,18.37385608,sterile
11.31096038,10.74868557,sterile
27.46296356,16.17083886,sterile
10.46377365,12.77891586,sterile
5.818462092,19.56357381,sterile
19.91960734,20.89992605,sterile
16.79281374,9.090097134,sterile
26.55119628,14.71532462,sterile
29.90030986,20.35071756,sterile
14.07775198,4.196628782,sterile
3.45221116,8.304220182,sterile
24.93505429,7.628184899,sterile
2.181369925,7.77402194,sterile
1.258895688,17.35688854,sterile
9.116750672,2.148078096,sterile
28.25477815,21.71022135,sterile
15.75729986,10.8501189,sterile
9.195723461,12.47614851,sterile
17.79159947,12.8773527,sterile
23.17013566,28.50725478,sterile
25.92507605,25.89894257,sterile
16.7136871,8.439294174,sterile
12.21874296,25.39843485,sterile
1.197280507,22.64852503,sterile
1.58215533,24.97264,sterile
6.825246485,12.84726414,sterile
8.359275323,6.577177544,sterile
7.754028237,19.43165668,sterile
12.62013699,5.829300389,sterile
23.48041144,19.65438082,sterile
15.27215648,22.74126444,sterile
17.08161681,7.217694721,sterile
21.78626916,16.20360282,sterile
3.116695499,8.590902239,sterile
18.50017308,9.580809656,sterile
24.6704288,1.697344228,sterile
15.31880519,18.10238866,sterile
24.11988699,23.17047446,sterile
28.83304863,24.24148183,sterile
9.172701286,12.33315993,sterile
5.500099082,10.59581561,sterile
27.67509594,14.97111974,sterile
16.16878965,4.339206128,sterile
21.02644571,13.21236195,sterile
12.06921877,6.899930066,sterile
18.72647573,11.54612695,sterile
8.142056633,28.50967996,sterile
11.34086739,24.88281133,sterile
23.81279536,22.94372867,sterile
5.672139537,8.54914401,sterile
24.30059431,14.05391985,sterile
20.34608835,3.815115003,sterile
5.862450593,14.61756639,sterile
26.90377078,15.63257803,sterile
25.3194638,14.01285374,sterile
6.191915204,29.65900177,sterile
18.34195482,0.123397952,sterile
23.07988425,24.96734213,sterile
15.70625311,11.70112899,sterile
14.48273807,4.762937827,sterile
21.15107342,12.52893903,sterile
10.30150428,4.924502426,sterile
8.260666919,13.75636383,sterile
16.34269509,12.58269068,sterile
14.00626211,17.1448037,sterile
1.110698904,0.966621763,sterile
21.80958454,7.821575899,sterile
5.531875554,29.60841108,sterile
11.42259634,8.701031248,sterile
22.88703264,3.880729896,sterile
21.56386446,29.54466353,sterile
7.247821733,15.62078478,sterile
20.50555455,6.190235624,sterile
24.48682984,24.75293621,sterile
29.61634097,5.769964429,sterile
0.733101424,12.12717476,sterile
25.16614425,18.63979826,sterile
26.76343949,29.09712488,sterile
4.045502348,10.93745054,sterile
16.19068078,5.214782939,sterile
23.2725931,2.862558709,sterile
19.03852368,15.71205141,sterile
10.25231896,27.65747401,sterile
6.348293396,18.72959317,sterile
21.64421379,3.662329393,sterile
22.86039138,2.617706987,sterile
27.77012466,12.38187068,sterile
17.95585888,7.915702031,sterile
28.53610371,11.85029086,sterile
0.73737009,18.73908008,sterile
17.11957836,22.12522429,sterile
11.6383042,3.907860608,sterile
17.96238259,17.35031291,sterile
1.466345326,12.50344221,sterile
1.520279415,29.94102051,sterile
9.18000543,26.68177853,sterile
14.4340257,25.34774298,sterile
18.20094111,6.964538845,sterile
22.72075827,8.15651997,sterile
5.797174769,12.74903857,sterile
21.91005768,25.92414098,sterile
28.45419052,1.604351965,sterile
17.3050396,11.00461689,sterile
13.22967788,18.40696208,sterile
22.26208112,12.86439328,sterile
20.82472994,21.27943692,sterile
18.8145116,5.106800215,sterile
14.79985413,11.6936527,sterile
10.14073206,9.872002392,sterile
24.68685247,19.81983557,sterile
24.48121264,7.762471125,sterile
3.95115603,5.530591223,sterile
8.885334008,29.11783033,sterile
23.43886064,14.61697791,sterile
0.315628988,11.2051013,sterile
1.656441337,2.456462737,sterile
4.15671332,4.554788091,sterile
14.70273311,11.34461586,sterile
28.23450343,9.277159036,sterile
27.34976393,3.535540192,sterile
20.71780349,6.233548019,sterile
10.60640396,20.17456286,sterile
16.33298348,24.64299478,sterile
13.96975259,19.16935408,sterile
17.03661141,14.34547605,sterile
7.492958335,8.805549731,sterile
5.310812937,29.72965146,sterile
22.17963893,19.14773604,sterile
17.3650324,1.460381357,sterile
6.941933502,25.54089962,sterile
26.45520997,13.58202562,sterile
22.82251398,19.20672993,sterile
28.60621891,11.10988729,sterile
8.808853829,9.415511282,sterile
16.267152,5.204315891,sterile
29.34274267,19.02626181,sterile
9.387821106,11.40844508,sterile
11.06168855,2.384582693,sterile
4.771205911,11.22313332,sterile
5.50079559,10.45183201,sterile
0.05173889,22.52389494,sterile
1.051249348,27.81706717,sterile
8.897192425,26.47857663,sterile
24.02331038,18.13466362,sterile
3.393525404,10.6045168,sterile
27.4418862,19.74211833,sterile
2.472233973,22.03447212,sterile
15.13447211,18.59192337,sterile
12.71048418,21.20157368,sterile
28.61536336,21.44998934,sterile
9.205681337,25.85844654,sterile
6.794764674,23.10983596,sterile
14.47025849,4.985218272,sterile
16.86154276,18.56735847,sterile
14.3657388,13.71058577,sterile
22.907333,17.14131218,sterile
23.74195382,22.17001028,sterile
15.35012065,7.866837939,sterile
0.79310179,3.521984301,sterile
8.575150114,29.33159825,sterile
15.55246307,20.19817859,sterile
16.07741445,6.25397837,sterile
9.193364612,8.584603057,sterile
6.80986908,5.821378876,sterile
15.66305181,19.49446288,sterile
23.77787806,25.77490209,sterile
5.29249164,20.03575696,sterile
27.66971301,11.87971232,sterile
19.82332188,11.46999349,sterile
29.53779303,21.95246069,sterile
3.176482378,2.989363857,sterile
27.26042929,13.29288657,sterile
15.73576855,25.70309704,sterile
15.65568658,12.6754644,sterile
6.77844272,20.50324718,sterile
28.79260652,20.38850272,sterile
14.87181247,28.84402353,sterile
21.17114151,26.26454811,sterile
28.34078179,11.54792486,sterile
27.6686151,14.85180885,sterile
14.5290346,1.321000136,sterile
7.77350704,26.05334916,sterile
18.58939287,24.0888789,sterile
5.973809212,3.134904366,sterile
24.10236925,19.34990886,sterile
4.038653683,1.61596783,sterile
27.68560128,3.251901018,sterile
17.00967345,1.347842056,sterile
25.03334793,16.10277826,sterile
10.20067579,8.528194455,sterile
7.664037135,7.736098557,sterile
19.49197782,5.916413593,sterile
13.76640516,18.75541762,sterile
10.23093177,10.54460642,sterile
5.907631321,21.0727948,sterile
19.46234166,28.80591416,sterile
26.69677657,3.413397779,sterile
29.56961515,13.48824564,sterile
8.478991545,26.16659566,sterile
23.21817414,0.37486257,sterile
15.69913416,17.34508477,sterile
7.161028173,26.40658138,sterile
16.78025652,27.18474821,sterile
26.62131702,15.36946745,sterile
11.43165598,2.174707088,sterile
15.5250311,7.051594967,sterile
3.790059972,1.508529971,sterile
18.46683628,5.133353525,sterile
3.527175109,3.077740911,sterile
6.594763091,13.41448785,sterile
13.25154169,2.446610355,sterile
9.444281312,20.10597016,sterile
6.219687515,24.73523134,sterile
28.08456548,22.01548703,sterile
14.0718452,27.26182688,sterile
7.104926587,28.72300069,sterile
19.06558,25.40512874,sterile
7.041888696,16.08573676,sterile
10.49029536,5.426788183,sterile
9.20663218,15.82579855,sterile
29.13259889,7.536054247,sterile
5.783137043,25.0737426,sterile
12.16690494,4.869638896,sterile
19.91735193,7.778363668,sterile
17.78919324,21.3537086,sterile
14.97238673,23.52768829,sterile
2.172541022,16.68624508,sterile
27.07289037,4.910751313,sterile
5.287356279,21.3897447,sterile
0.248274109,0.280271061,sterile
27.84884861,22.23984848,sterile
17.82441578,19.29320164,sterile
25.58699692,14.09657608,sterile
26.03061918,11.07547145,sterile
5.012742674,17.19032968,sterile
10.87187599,18.62803975,sterile
5.875871445,7.366488213,sterile
9.926107025,15.06178508,sterile
9.641502458,7.210526706,sterile
2.402654984,18.96873031,sterile
4.236712956,0.659537623,sterile
23.66489225,20.2574906,sterile
11.06841579,7.278731859,sterile
10.33156715,23.1078379,sterile
9.124905607,29.23799787,sterile
15.4782747,5.53135362,sterile
4.166210135,27.085856,sterile
18.87982299,9.62056644,sterile
3.636577539,2.828280763,sterile
15.15636333,11.52018622,sterile
17.57107962,12.43542165,sterile
12.03684555,25.35138252,sterile
12.92755432,11.06749347,sterile
7.168282697,11.37037785,sterile
12.83437837,22.27642696,sterile
23.34579553,16.54870446,sterile
4.870914167,19.99704284,sterile
0.118757444,28.71068504,sterile
11.57981044,15.73299728,sterile
17.71903144,7.033630006,sterile
1.369884408,14.51670404,sterile
17.49014755,23.23200731,sterile
11.97905135,16.64272645,sterile
20.55665083,3.769826023,sterile
22.10459059,9.294288307,sterile
3.941659438,22.06293156,sterile
18.75784584,10.85831265,sterile
11.33919052,29.07362311,sterile
10.02628456,6.432540736,sterile
6.199547555,25.40333163,sterile
19.5756999,15.77515395,sterile
11.32579908,25.08798343,sterile
19.40634248,7.543992223,sterile
1.656641909,10.27600716,sterile
19.05422789,15.30324799,sterile
13.38837909,15.89008355,sterile
6.831704713,29.94372552,sterile
28.60925111,7.234039572,sterile
6.206051081,4.392089455,sterile
14.37199461,6.234700349,sterile
6.99744028,6.925617093,sterile
6.164408703,17.09910382,sterile
12.53891948,18.83339605,sterile
19.94068043,25.24076602,sterile
14.34036746,24.9946367,sterile
18.62449674,27.13919749,sterile
26.48341699,28.36958447,sterile
4.578874258,16.27519852,sterile
26.47619219,28.50835406,sterile
3.900976279,15.34659595,sterile
19.80735618,3.316792496,sterile
10.63112892,10.78894964,sterile
29.10609505,29.54534075,sterile
23.55580096,13.22805688,sterile
11.56229835,24.70448798,sterile
21.84901353,27.60954217,sterile
19.76203597,25.28396547,sterile
18.82300893,27.09238358,sterile
28.48612831,8.239215869,sterile
5.474474828,17.51421442,sterile
22.8910015,0.40078429,sterile
14.92416551,12.16790388,sterile
20.31102257,17.55218195,sterile
13.54451061,2.078258812,sterile
17.59049225,0.502588833,seedling
13.27044101,7.651367876,seedling
20.43782045,0.948111065,seedling
31.45202952,7.48521993,seedling
28.13882368,3.792099017,seedling
2.082461811,5.625008205,seedling
18.74320064,21.56741947,seedling
21.31034512,8.973720547,seedling
28.30215292,26.20029024,seedling
4.566588146,34.19832454,seedling
26.85175551,18.31967062,seedling
14.87142678,28.85619426,seedling
3.95437078,17.75939467,seedling
20.35610681,24.29159558,seedling
19.99282119,9.388870436,seedling
-1.420571853,5.40653938,seedling
20.99469614,21.65250304,seedling
9.282385915,24.7397047,seedling
6.224601597,8.279909283,seedling
2.992678535,6.78914898,seedling
17.18093138,15.82237637,seedling
18.86122222,17.23102033,seedling
14.76166217,12.86624342,seedling
30.12006577,16.56398458,seedling
28.5791683,25.77994287,seedling
14.13553807,2.089198108,seedling
10.33985784,24.09815397,seedling
22.08715209,27.65079674,seedling
7.504514884,13.26746795,seedling
17.58745019,-1.984164764,seedling
25.62003379,18.00388215,seedling
24.8063311,22.65595826,seedling
14.5235816,19.32511326,seedling
1.211902915,0.165912213,seedling
16.24588969,-0.172526882,seedling
28.07086981,10.32422617,seedling
8.228523992,26.43072062,seedling
12.09342997,14.70514852,seedling
21.91386859,17.43624612,seedling
7.417313268,-2.67305062,seedling
5.306776195,21.20429857,seedling
22.19932851,14.5389575,seedling
23.04242512,2.89540692,seedling
13.57262633,19.74872578,seedling
13.83887051,18.69718399,seedling
10.61921314,28.06508289,seedling
25.3870527,15.7151065,seedling
14.1649835,33.34212343,seedling
20.76374285,14.35158897,seedling
20.12665465,0.093270124,seedling
